Hour,Minute,Second,Millisecond,Time,Price
15,28,50,155,28:50.2,43
9,53,57,579,53:57.6,44.68
15,24,1,509,24:01.5,44.7
12,4,19,346,04:19.3,39.82
12,48,34,891,48:34.9,39.59
12,8,55,456,08:55.5,40.74
12,14,11,669,14:11.7,39.74
10,7,2,955,07:03.0,46.63
12,48,27,411,48:27.4,39.64
16,33,38,409,33:38.4,43.5
13,29,28,457,29:28.5,41.64
15,58,22,688,58:22.7,42.42
9,37,25,796,37:25.8,44.12
12,37,7,435,37:07.4,39.3
9,58,21,735,58:21.7,45.89
16,0,3,56,00:03.1,43.44
9,53,55,655,53:55.7,44.7
12,49,25,179,49:25.2,39.77
12,58,44,885,58:44.9,40.4
13,46,35,420,46:35.4,43.44
11,28,6,131,28:06.1,43.42
11,31,35,696,31:35.7,42.97
9,44,29,883,44:29.9,44.93
16,32,14,129,32:14.1,42.98
14,38,38,727,38:38.7,42.68
13,18,10,270,18:10.3,41.62
9,11,0,427,11:00.4,46.21
10,7,52,93,07:52.1,46.95
13,12,57,766,12:57.8,40.52
11,58,44,443,58:44.4,41.84
14,50,50,214,50:50.2,43.78
13,54,37,337,54:37.3,41.21
9,8,38,277,08:38.3,45.74
9,51,15,323,51:15.3,46.01
12,30,37,658,30:37.7,38.71
15,52,53,768,52:53.8,41.91
9,36,56,99,36:56.1,44.52
15,1,10,457,01:10.5,43.21
13,41,55,977,41:56.0,42.29
16,53,2,278,53:02.3,43.82
9,23,14,724,23:14.7,45.62
10,41,39,178,41:39.2,44.83
15,40,42,257,40:42.3,44.17
14,1,19,32,01:19.0,39.58
14,53,13,933,53:13.9,44.32
11,12,4,73,12:04.1,45.76
12,33,44,447,33:44.4,40.12
13,35,42,729,35:42.7,43.26
10,50,51,832,50:51.8,46.33
15,46,7,634,46:07.6,42.47
11,0,16,362,00:16.4,46.47
14,32,20,645,32:20.6,43.11
14,17,37,736,17:37.7,40.19
16,56,25,791,56:25.8,44.4
15,8,38,77,08:38.1,42.5
10,26,51,55,26:51.1,47.83
13,19,42,999,19:43.0,41.96
11,26,24,632,26:24.6,44.25
15,2,6,405,02:06.4,42.6
14,42,18,699,42:18.7,43.51
16,31,29,143,31:29.1,42.43
14,17,19,113,17:19.1,40.17
9,14,42,660,14:42.7,45.11
13,52,17,329,52:17.3,42.44
12,38,31,120,38:31.1,38.9
11,4,50,447,04:50.4,46.41
16,21,28,512,21:28.5,42.46
9,16,28,488,16:28.5,45.6
9,53,40,184,53:40.2,45.05
14,50,52,174,50:52.2,43.9
16,59,32,316,59:32.3,43.39
15,16,51,734,16:51.7,43.01
11,1,10,585,01:10.6,46.83
14,16,22,178,16:22.2,40.33
13,0,23,620,00:23.6,41.2
11,18,12,745,18:12.7,45.78
10,21,39,337,21:39.3,46.89
10,42,41,532,42:41.5,44
10,21,50,20,21:50.0,46.86
16,16,12,805,16:12.8,43.56
9,41,10,403,41:10.4,44.72
13,0,3,283,00:03.3,40.86
10,2,27,480,02:27.5,45.91
9,37,4,778,37:04.8,44.6
11,49,54,162,49:54.2,42.66
9,9,25,248,09:25.2,46.26
9,26,50,119,26:50.1,45.04
9,57,39,298,57:39.3,45.62
14,53,20,890,53:20.9,44.11
15,50,10,696,50:10.7,42.35
11,50,9,213,50:09.2,42.43
15,53,39,64,53:39.1,41.74
15,10,46,176,10:46.2,42.24
10,8,59,464,08:59.5,47.1
13,42,19,854,42:19.9,42.45
15,45,32,409,45:32.4,42.72
11,7,17,790,07:17.8,46.37
16,50,18,35,50:18.0,42.78
12,48,43,339,48:43.3,39.35
15,4,41,919,04:41.9,42.48
10,48,32,627,48:32.6,46.07
11,50,6,102,50:06.1,42.43
12,22,31,346,22:31.3,38.68
16,28,37,694,28:37.7,41.79
10,59,16,384,59:16.4,45.91
15,3,21,674,03:21.7,42.93
14,2,58,23,02:58.0,38.35
11,50,25,814,50:25.8,42.46
11,48,14,427,48:14.4,43.27
13,38,0,573,38:00.6,43.29
12,50,6,903,50:06.9,40.02
15,50,58,433,50:58.4,42.45
10,0,19,971,00:20.0,45.62
14,38,57,484,38:57.5,42.99
14,43,53,517,43:53.5,43.16
15,3,5,985,03:06.0,42.76
10,54,32,614,54:32.6,45.21
10,55,54,985,55:55.0,45.9
11,2,53,454,02:53.5,45.5
10,5,25,546,05:25.5,46.31
12,20,27,393,20:27.4,39.64
9,1,33,613,01:33.6,46.04
9,1,59,443,01:59.4,45.7
12,51,41,20,51:41.0,40.57
12,1,7,324,01:07.3,40.81
13,56,48,522,56:48.5,39.95
14,29,36,336,29:36.3,42.21
11,50,34,484,50:34.5,42.42
14,28,56,731,28:56.7,42.31
13,13,15,859,13:15.9,40.58
10,26,7,922,26:07.9,47.92
11,39,3,333,39:03.3,42.27
12,10,34,600,10:34.6,40.91
10,37,16,432,37:16.4,46.25
16,15,28,318,15:28.3,43.31
10,43,15,246,43:15.2,43.89
11,52,59,676,52:59.7,41.8
14,8,16,250,08:16.2,38.94
11,26,47,83,26:47.1,44.27
16,57,35,888,57:35.9,43.57
16,41,4,95,41:04.1,45.67
13,27,23,238,27:23.2,41.49
12,13,40,535,13:40.5,39.91
12,3,36,380,03:36.4,39.9
16,1,28,59,01:28.1,42.85
9,15,25,724,15:25.7,45.38
9,28,20,826,28:20.8,45.95
12,0,57,965,00:58.0,40.91
13,4,41,278,04:41.3,41.08
14,14,29,31,14:29.0,39.96
15,57,31,882,57:31.9,42.34
14,30,43,64,30:43.1,42.58
13,32,3,542,32:03.5,42.78
11,47,11,738,47:11.7,42.9
15,0,51,330,00:51.3,43.11
11,39,24,312,39:24.3,42.45
12,59,33,288,59:33.3,40.66
9,33,2,202,33:02.2,45.83
15,52,41,886,52:41.9,41.87
13,25,7,637,25:07.6,41.74
11,12,35,405,12:35.4,45.84
9,45,45,693,45:45.7,44.93
11,48,24,282,48:24.3,43.48
14,41,57,800,41:57.8,43.32
10,58,28,396,58:28.4,45.46
13,45,32,303,45:32.3,43.07
10,25,54,932,25:54.9,47.79
12,41,3,173,41:03.2,39.32
14,44,45,917,44:45.9,43.34
10,0,6,636,00:06.6,45.4
16,47,50,989,47:51.0,42.91
9,34,1,940,34:01.9,45.77
12,27,25,699,27:25.7,40.13
10,53,17,164,53:17.2,45.15
11,40,56,608,40:56.6,42.75
12,20,46,720,20:46.7,39.16
10,50,32,22,50:32.0,46.23
9,4,38,974,04:39.0,46.51
15,54,19,567,54:19.6,41.11
13,3,49,156,03:49.2,41.49
15,59,3,244,59:03.2,42.45
11,24,9,328,24:09.3,44.16
13,10,47,159,10:47.2,40.38
13,57,15,841,57:15.8,39.41
15,23,45,17,23:45.0,44.79
9,1,35,929,01:35.9,45.93
15,20,31,993,20:32.0,43.59
11,55,52,401,55:52.4,42.54
14,45,23,932,45:23.9,43.65
9,57,5,879,57:05.9,45.24
11,35,3,745,35:03.7,43.35
12,48,52,301,48:52.3,39.45
16,22,0,449,22:00.4,42.72
11,59,56,272,59:56.3,41.95
10,43,39,871,43:39.9,43.9
13,9,14,283,09:14.3,40.57
9,43,54,624,43:54.6,44.41
10,44,7,616,44:07.6,44.39
11,23,0,550,23:00.5,45.06
11,15,26,778,15:26.8,45.45
10,0,35,137,00:35.1,45.35
16,44,3,843,44:03.8,44.72
15,43,36,21,43:36.0,43.51
9,33,38,71,33:38.1,46.15
11,17,38,455,17:38.5,45.54
10,34,41,41,34:41.0,48.02
16,11,58,480,11:58.5,44.14
10,45,3,290,45:03.3,44.19
12,0,43,240,00:43.2,41.26
11,35,11,618,35:11.6,43.67
11,25,17,943,25:17.9,44.46
12,46,23,397,46:23.4,39.21
15,53,15,632,53:15.6,42.05
16,44,5,803,44:05.8,44.84
11,0,1,998,00:02.0,46.39
13,41,28,85,41:28.1,42.8
14,16,24,699,16:24.7,40.37
13,25,56,309,25:56.3,42.28
9,47,46,157,47:46.2,45.93
10,15,47,141,15:47.1,47.12
16,23,3,945,23:03.9,42.75
9,31,44,560,31:44.6,46.34
11,26,15,997,26:16.0,44.13
10,58,9,793,58:09.8,45.34
15,9,17,322,09:17.3,42.72
11,25,0,114,25:00.1,44.49
10,9,49,289,09:49.3,47.13
12,41,46,649,41:46.6,39.44
9,55,36,539,55:36.5,44.98
10,59,31,481,59:31.5,46.05
11,16,30,255,16:30.3,45.02
11,35,23,810,35:23.8,43.45
10,44,0,968,44:01.0,44.31
11,46,42,888,46:42.9,42.97
10,0,36,613,00:36.6,45.3
9,46,49,579,46:49.6,45.2
12,10,51,679,10:51.7,40.71
11,27,35,402,27:35.4,44.26
13,7,39,358,07:39.4,40.3
15,37,50,728,37:50.7,43.53
15,37,55,645,37:55.6,43.79
13,2,34,123,02:34.1,41.33
15,3,32,756,03:32.8,42.89
13,47,10,659,47:10.7,42.71
15,22,45,160,22:45.2,44.55
13,21,44,377,21:44.4,42.51
15,57,29,105,57:29.1,42.52
9,19,54,653,19:54.7,45.29
14,26,28,532,26:28.5,42.3
12,29,24,232,29:24.2,39.54
15,36,4,681,36:04.7,44.32
16,31,13,625,31:13.6,42.4
10,58,2,164,58:02.2,45.43
14,53,30,26,53:30.0,44.01
10,51,32,813,51:32.8,46.21
11,50,50,477,50:50.5,42.54
15,55,11,960,55:12.0,41.19
13,46,39,669,46:39.7,43.17
15,48,37,225,48:37.2,42.8
16,47,27,245,47:27.2,43.22
10,53,20,789,53:20.8,45
14,26,0,151,26:00.2,41.74
14,16,4,217,16:04.2,40.23
15,52,14,662,52:14.7,42.02
11,9,54,724,09:54.7,46.14
12,38,54,995,38:55.0,38.29
14,27,55,661,27:55.7,42.25
10,51,9,34,51:09.0,46.38
11,10,52,88,10:52.1,45.61
13,18,37,12,18:37.0,41.71
10,14,26,428,14:26.4,46.98
11,10,1,471,10:01.5,46
11,57,20,236,57:20.2,42.44
10,0,19,396,00:19.4,45.56
13,8,32,67,08:32.1,40.35
12,49,48,260,49:48.3,40.27
13,41,4,997,41:05.0,43.06
12,18,25,968,18:26.0,39.46
12,30,31,803,30:31.8,38.79
15,44,9,194,44:09.2,43.09
9,37,3,613,37:03.6,44.43
12,58,19,810,58:19.8,40.33
12,1,14,4,01:14.0,40.7
13,25,33,46,25:33.0,41.75
14,27,0,83,27:00.1,42.54
15,7,19,778,07:19.8,41.9
16,51,42,306,51:42.3,42.73
13,46,38,778,46:38.8,43.11
10,47,27,931,47:27.9,45.22
16,59,59,494,59:59.5,43.59
15,42,24,883,42:24.9,43.63
9,57,27,761,57:27.8,45.66
11,8,23,947,08:23.9,46.5
15,54,24,288,54:24.3,41.11
11,22,59,263,22:59.3,44.97
16,28,53,9,28:53.0,41.63
12,48,34,8,48:34.0,39.65
9,13,40,871,13:40.9,45.44
10,30,20,688,30:20.7,48.69
10,28,47,526,28:47.5,48.07
9,21,20,24,21:20.0,46.16
11,19,14,860,19:14.9,45.88
14,37,43,912,37:43.9,42.85
16,19,6,373,19:06.4,42.94
10,24,33,822,24:33.8,47.4
14,11,9,184,11:09.2,39.57
10,45,7,609,45:07.6,44.17
9,28,52,618,28:52.6,45.91
11,38,24,982,38:25.0,41.9
15,32,9,823,32:09.8,43.58
16,39,4,306,39:04.3,44.4
11,39,31,969,39:32.0,42.68
12,5,41,229,05:41.2,40.38
16,35,18,80,35:18.1,43.61
15,6,38,912,06:38.9,42.41
9,31,23,511,31:23.5,46.04
9,25,52,285,25:52.3,45.12
16,16,56,238,16:56.2,43.29
13,46,13,94,46:13.1,43.33
16,22,7,314,22:07.3,42.81
16,59,21,95,59:21.1,43.18
15,26,25,984,26:26.0,43.1
15,20,19,865,20:19.9,44.09
16,4,41,443,04:41.4,42.4
16,47,21,86,47:21.1,43.32
12,9,29,350,09:29.3,40.98
13,11,23,456,11:23.5,40.3
14,31,44,907,31:44.9,43.34
12,39,42,899,39:42.9,38.2
10,7,1,242,07:01.2,46.75
10,35,58,998,35:59.0,46.6
11,21,0,895,21:00.9,45.1
9,4,0,365,04:00.4,46.13
14,33,41,692,33:41.7,42.79
12,30,19,996,30:20.0,38.75
9,19,58,246,19:58.2,45.35
12,46,59,940,46:59.9,39.08
15,19,59,120,19:59.1,44.11
9,42,55,582,42:55.6,44.74
10,52,23,174,52:23.2,45.4
10,4,39,869,04:39.9,45.53
9,13,34,835,13:34.8,45.65
15,43,57,992,43:58.0,43.07
16,30,56,638,30:56.6,42.2
13,42,38,439,42:38.4,43.08
10,18,16,937,18:16.9,47.29
13,37,58,541,37:58.5,43.26
11,56,11,186,56:11.2,43.01
11,50,27,66,50:27.1,42.38
15,48,37,189,48:37.2,42.79
11,52,52,541,52:52.5,41.4
12,43,37,369,43:37.4,39.63
11,20,1,725,20:01.7,45.68
16,47,24,528,47:24.5,43.24
15,48,29,101,48:29.1,42.84
16,48,7,217,48:07.2,42.69
11,47,17,452,47:17.5,43.13
12,45,7,798,45:07.8,39.7
9,53,34,420,53:34.4,45.15
13,36,46,899,36:46.9,43.39
15,13,59,251,13:59.3,42.98
13,47,12,111,47:12.1,42.6
15,33,25,148,33:25.1,43.02
16,49,47,992,49:48.0,42.27
11,6,15,102,06:15.1,46.1
12,40,11,99,40:11.1,38.17
12,53,41,302,53:41.3,41.05
15,41,57,47,41:57.0,43.49
12,55,29,24,55:29.0,40.3
11,34,18,157,34:18.2,43.62
9,47,10,651,47:10.7,45.78
9,14,32,594,14:32.6,45.32
11,12,27,821,12:27.8,45.44
16,25,1,432,25:01.4,42.56
14,56,23,124,56:23.1,42.75
16,35,59,566,35:59.6,43.46
10,36,56,391,36:56.4,46.45
9,18,6,143,18:06.1,45.44
11,1,20,582,01:20.6,46.84
10,44,7,740,44:07.7,44.38
15,7,31,477,07:31.5,42.05
12,38,44,850,38:44.9,38.59
14,28,50,796,28:50.8,42.24
11,17,55,782,17:55.8,45.61
16,4,10,512,04:10.5,42.14
11,55,12,551,55:12.6,42.23
15,29,18,580,29:18.6,43.19
11,11,52,55,11:52.1,45.94
9,27,8,974,27:09.0,45.01
12,21,23,262,21:23.3,38.9
10,12,8,463,12:08.5,47.24
11,9,15,627,09:15.6,46.39
9,43,0,653,43:00.7,44.79
12,51,49,183,51:49.2,40.54
12,30,42,24,30:42.0,38.95
9,16,19,677,16:19.7,45.71
16,25,4,157,25:04.2,42.63
14,27,2,946,27:02.9,42.51
16,22,49,11,22:49.0,42.86
13,27,3,82,27:03.1,41.44
13,5,4,12,05:04.0,41.26
13,9,41,259,09:41.3,40.44
16,6,12,340,06:12.3,42.87
13,39,57,651,39:57.7,43.21
9,44,0,890,44:00.9,44.5
16,45,53,686,45:53.7,43.75
13,9,37,188,09:37.2,40.33
9,39,0,318,39:00.3,44.25
12,46,28,577,46:28.6,39.07
13,24,4,423,24:04.4,41.89
11,9,22,917,09:22.9,46.31
16,55,10,276,55:10.3,44.77
9,24,29,4,24:29.0,45.78
13,48,59,29,48:59.0,41.98
12,19,34,666,19:34.7,39.55
12,42,57,39,42:57.0,39.03
15,4,26,284,04:26.3,42.54
14,32,59,662,32:59.7,42.84
15,34,24,548,34:24.5,43.26
13,48,50,931,48:50.9,42.01
14,41,10,849,41:10.8,42.99
10,13,50,206,13:50.2,46.89
11,33,38,310,33:38.3,43.48
15,2,27,957,02:28.0,42.3
15,33,25,410,33:25.4,43
15,25,3,326,25:03.3,43.54
14,37,30,73,37:30.1,42.49
14,26,40,423,26:40.4,42.17
9,27,51,905,27:51.9,45.72
15,4,2,870,04:02.9,42.82
16,23,47,353,23:47.4,42.59
16,30,59,387,30:59.4,42.28
13,44,19,934,44:19.9,42.95
15,12,44,47,12:44.0,42.84
16,53,53,870,53:53.9,43.99
12,25,20,275,25:20.3,39.3
11,23,24,784,23:24.8,44.74
15,39,45,467,39:45.5,44.5
15,46,47,546,46:47.5,42.85
13,53,35,773,53:35.8,41.58
10,2,44,791,02:44.8,45.94
16,49,32,469,49:32.5,42.45
16,39,44,958,39:45.0,44.97
12,14,25,196,14:25.2,39.38
15,19,25,182,19:25.2,43.77
9,39,35,547,39:35.5,44.25
16,41,27,858,41:27.9,45.21
9,30,58,920,30:58.9,46.56
10,40,18,572,40:18.6,45.94
11,17,17,834,17:17.8,45.24
9,7,44,890,07:44.9,46.05
11,40,7,889,40:07.9,42.17
14,22,28,979,22:29.0,41.66
14,9,59,984,10:00.0,39.22
16,41,26,440,41:26.4,45.23
11,29,22,262,29:22.3,43.37
10,47,43,715,47:43.7,45.49
15,2,51,342,02:51.3,42.58
10,39,28,13,39:28.0,45.7
12,18,31,203,18:31.2,39.55
13,37,20,669,37:20.7,43.01
9,49,16,855,49:16.9,46.53
10,46,5,723,46:05.7,44.98
13,33,28,850,33:28.8,42.13
12,33,19,765,33:19.8,40.46
12,19,59,869,19:59.9,39.45
13,9,38,659,09:38.7,40.38
13,35,45,607,35:45.6,43.27
16,53,21,289,53:21.3,44.08
9,51,14,488,51:14.5,46.01
15,22,16,790,22:16.8,43.63
14,59,43,460,59:43.5,43.57
16,8,42,369,08:42.4,43.62
16,45,0,211,45:00.2,44.44
11,5,41,644,05:41.6,46.28
10,58,43,165,58:43.2,45.67
13,8,3,165,08:03.2,40.28
11,31,36,231,31:36.2,43
12,30,1,696,30:01.7,38.78
12,38,21,444,38:21.4,38.71
15,13,42,334,13:42.3,43.02
14,15,13,724,15:13.7,39.91
14,38,41,327,38:41.3,42.66
9,17,27,984,17:28.0,45.56
9,30,37,911,30:37.9,46.73
9,11,2,68,11:02.1,46.29
16,48,51,590,48:51.6,42.6
15,14,46,121,14:46.1,43.32
15,41,23,585,41:23.6,43.76
11,50,8,632,50:08.6,42.41
13,7,39,901,07:39.9,40.29
12,6,14,183,06:14.2,40.16
9,3,57,330,03:57.3,46.14
16,19,42,549,19:42.5,42.29
13,39,0,523,39:00.5,43.5
10,25,16,218,25:16.2,47.94
15,47,38,195,47:38.2,42.59
15,42,0,68,42:00.1,43.49
15,8,52,646,08:52.6,42.29
16,3,23,720,03:23.7,41.94
13,11,5,963,11:06.0,40.26
15,54,10,538,54:10.5,41.25
10,37,12,888,37:12.9,46.31
13,7,48,254,07:48.3,40.14
9,56,58,644,56:58.6,45.19
10,35,57,310,35:57.3,46.87
12,51,44,282,51:44.3,40.57
10,42,16,195,42:16.2,43.92
9,27,46,702,27:46.7,45.57
12,42,1,903,42:01.9,39.31
10,8,26,31,08:26.0,46.95
14,41,34,106,41:34.1,43.45
12,43,17,998,43:18.0,39.41
11,28,27,693,28:27.7,43.55
16,53,50,468,53:50.5,44.14
12,4,55,422,04:55.4,40.09
10,19,39,393,19:39.4,46.97
12,44,17,561,44:17.6,39.2
9,40,26,939,40:26.9,44.51
13,48,18,890,48:18.9,42.17
9,15,16,475,15:16.5,45.14
14,50,33,509,50:33.5,43.84
15,31,22,42,31:22.0,43.59
9,29,57,99,29:57.1,47.04
11,44,58,935,44:58.9,42.72
12,45,13,352,45:13.4,39.42
12,0,46,44,00:46.0,41.04
14,23,19,899,23:19.9,41.98
11,7,16,61,07:16.1,46.36
13,9,12,414,09:12.4,40.68
12,56,57,151,56:57.2,40.29
9,22,53,94,22:53.1,45.56
9,13,3,513,13:03.5,45.87
16,7,34,198,07:34.2,43.28
14,41,40,43,41:40.0,43.49
9,26,18,945,26:18.9,44.81
13,19,29,841,19:29.8,42.21
10,59,27,587,59:27.6,45.89
16,31,56,806,31:56.8,42.55
9,0,3,87,00:03.1,46.07
13,45,33,540,45:33.5,43.18
13,36,3,6,36:03.0,42.97
11,30,55,24,30:55.0,42.87
9,2,41,689,02:41.7,45.92
13,7,55,377,07:55.4,40.36
12,58,58,753,58:58.8,40.46
10,23,14,512,23:14.5,47.45
10,33,44,852,33:44.9,47.78
14,24,59,337,24:59.3,42.27
15,46,37,872,46:37.9,42.92
15,47,51,62,47:51.1,42.63
15,21,20,239,21:20.2,43.91
11,43,0,647,43:00.6,42.16
15,18,0,411,18:00.4,43.1
15,13,37,808,13:37.8,43.19
15,36,41,547,36:41.5,44.3
14,2,59,849,02:59.8,38.37
9,47,8,330,47:08.3,45.83
15,7,32,668,07:32.7,41.99
15,19,57,778,19:57.8,44.14
14,41,59,196,41:59.2,43.34
10,16,25,413,16:25.4,47.75
13,28,16,517,28:16.5,41.72
9,40,42,135,40:42.1,44.47
13,34,5,947,34:05.9,42.49
12,22,9,624,22:09.6,38.49
14,19,21,804,19:21.8,40.42
15,31,29,313,31:29.3,43.62
15,6,17,294,06:17.3,42.23
16,15,7,930,15:07.9,43.25
13,13,42,506,13:42.5,40.5
15,21,16,328,21:16.3,43.9
12,7,49,801,07:49.8,40.78
13,21,48,625,21:48.6,42.38
15,56,26,321,56:26.3,41.75
12,46,18,810,46:18.8,39.46
11,13,26,234,13:26.2,46.19
14,37,37,85,37:37.1,42.85
14,28,55,252,28:55.3,42.31
11,33,6,726,33:06.7,43.45
15,36,53,713,36:53.7,44.02
10,5,24,681,05:24.7,46.36
16,53,38,112,53:38.1,44.34
14,39,17,353,39:17.4,43.27
13,40,12,864,40:12.9,43.41
10,19,23,571,19:23.6,47.08
12,22,0,558,22:00.6,38.43
12,6,49,220,06:49.2,40.55
9,42,59,202,42:59.2,44.87
11,23,11,599,23:11.6,44.75
16,46,45,932,46:45.9,43.79
16,20,8,511,20:08.5,42.36
14,15,24,534,15:24.5,39.83
10,55,28,261,55:28.3,45.64
14,31,41,841,31:41.8,43.14
14,26,28,265,26:28.3,42.26
13,30,10,805,30:10.8,41.7
16,38,45,398,38:45.4,44.53
10,19,8,7,19:08.0,47.51
11,29,39,312,29:39.3,43.4
16,5,44,32,05:44.0,42.95
10,54,19,493,54:19.5,45.12
15,29,27,667,29:27.7,43.23
9,18,44,570,18:44.6,44.9
12,37,38,614,37:38.6,39.16
9,9,24,263,09:24.3,46.22
16,41,36,347,41:36.3,45.04
9,17,1,829,17:01.8,45.56
15,12,53,671,12:53.7,42.79
14,26,49,95,26:49.1,42.42
15,24,47,479,24:47.5,43.98
12,15,19,972,15:20.0,39.11
14,42,51,333,42:51.3,42.84
12,13,54,105,13:54.1,39.86
15,53,16,160,53:16.2,42.08
16,42,17,178,42:17.2,44.24
9,16,0,101,16:00.1,45.69
9,13,25,0,13:25.0,45.54
13,47,14,499,47:14.5,42.53
14,3,14,297,03:14.3,38.3
11,26,11,448,26:11.4,44.34
11,13,58,34,13:58.0,45.85
15,21,55,484,21:55.5,43.83
14,20,14,347,20:14.3,41.1
14,38,52,632,38:52.6,42.74
15,11,23,268,11:23.3,42.56
9,1,1,422,01:01.4,46.16
11,20,32,459,20:32.5,45.01
12,46,12,171,46:12.2,39.56
10,33,54,231,33:54.2,48
12,28,53,134,28:53.1,39.25
9,55,59,942,55:59.9,44.86
15,44,56,87,44:56.1,43.16
13,14,56,240,14:56.2,40.92
11,32,24,901,32:24.9,43.12
10,12,9,497,12:09.5,47.33
14,6,45,595,06:45.6,38.55
9,2,6,406,02:06.4,46
10,43,53,855,43:53.9,43.95
13,9,26,139,09:26.1,40.23
13,16,32,171,16:32.2,41.29
12,5,52,526,05:52.5,40.19
10,14,55,500,14:55.5,47.22
15,48,41,978,48:42.0,42.9
11,16,23,978,16:24.0,45.19
15,43,0,585,43:00.6,43.35
16,47,48,821,47:48.8,43.03
10,35,42,914,35:42.9,47.01
14,51,17,161,51:17.2,43.62
12,16,44,986,16:45.0,39.39
10,17,10,98,17:10.1,47.68
16,33,17,816,33:17.8,43.15
16,44,35,892,44:35.9,44.76
13,39,59,399,39:59.4,43.36
12,4,27,889,04:27.9,39.9
14,50,28,267,50:28.3,43.67
14,59,16,6,59:16.0,43.29
14,51,2,849,51:02.8,43.74
14,14,12,794,14:12.8,40.37
13,25,26,509,25:26.5,41.85
11,59,29,57,59:29.1,42.12
16,49,27,649,49:27.6,42.54
9,15,45,461,15:45.5,46.15
12,10,23,542,10:23.5,41.02
14,41,35,956,41:36.0,43.38
12,48,5,971,48:06.0,39.21
13,42,6,331,42:06.3,42.34
16,34,55,213,34:55.2,43.72
15,40,40,704,40:40.7,44.14
15,36,31,438,36:31.4,44.37
11,24,25,799,24:25.8,44.05
14,12,12,889,12:12.9,39.47
15,26,14,530,26:14.5,42.72
9,36,22,799,36:22.8,44.43
11,1,34,289,01:34.3,46.61
9,57,24,774,57:24.8,45.62
10,51,30,808,51:30.8,46.34
15,14,55,368,14:55.4,43.5
9,38,57,756,38:57.8,44.25
11,55,25,898,55:25.9,42.41
11,6,11,218,06:11.2,46.16
9,33,17,488,33:17.5,45.65
15,10,50,677,10:50.7,42.45
9,46,8,440,46:08.4,44.69
9,55,45,640,55:45.6,44.96
10,3,42,243,03:42.2,45.97
14,43,16,329,43:16.3,42.26
10,7,39,838,07:39.8,46.82
11,58,52,680,58:52.7,41.92
15,2,28,510,02:28.5,42.35
14,10,42,803,10:42.8,39.62
13,46,56,948,46:56.9,43
14,11,55,968,11:56.0,39.49
12,34,56,713,34:56.7,39.83
16,23,26,396,23:26.4,42.71
12,30,46,477,30:46.5,38.92
16,22,5,821,22:05.8,42.83
11,0,21,183,00:21.2,46.55
15,27,40,986,27:41.0,43.06
14,30,32,406,30:32.4,42.46
11,8,10,845,08:10.8,46.4
13,52,23,921,52:23.9,42.33
13,18,14,997,18:15.0,41.66
14,27,34,775,27:34.8,42.24
12,4,27,379,04:27.4,39.98
14,51,0,748,51:00.7,43.75
14,13,23,824,13:23.8,40.23
9,56,39,996,56:40.0,45.33
13,19,57,180,19:57.2,42.17
9,17,47,602,17:47.6,45.18
9,32,23,588,32:23.6,45.7
16,19,52,402,19:52.4,42.1
11,57,53,683,57:53.7,42.27
11,35,29,642,35:29.6,43.34
15,48,1,437,48:01.4,42.6
11,59,21,970,59:22.0,42.04
14,29,25,674,29:25.7,42.33
9,2,38,783,02:38.8,45.83
10,53,13,167,53:13.2,45.2
12,9,9,90,09:09.1,40.88
13,21,46,731,21:46.7,42.4
11,16,21,649,16:21.6,45.43
14,55,57,802,55:57.8,42.63
9,59,56,983,59:57.0,45.47
14,40,38,869,40:38.9,43.21
9,46,36,387,46:36.4,44.75
15,22,4,221,22:04.2,43.69
10,24,28,684,24:28.7,47.65
10,54,55,973,54:56.0,44.99
11,30,14,389,30:14.4,42.95
15,51,43,595,51:43.6,42.31
11,6,27,240,06:27.2,45.78
16,58,21,686,58:21.7,43.75
11,3,47,617,03:47.6,46.39
14,58,55,518,58:55.5,43.54
9,5,59,962,06:00.0,46.63
10,25,20,74,25:20.1,47.89
11,43,38,509,43:38.5,41.96
15,12,51,458,12:51.5,42.77
16,8,20,881,08:20.9,43.67
9,38,45,2,38:45.0,44.25
11,51,24,855,51:24.9,42.44
11,7,32,915,07:32.9,46.2
14,30,7,308,30:07.3,42.28
15,15,46,348,15:46.3,43.03
16,53,53,577,53:53.6,43.99
12,20,20,645,20:20.6,39.6
13,14,49,22,14:49.0,40.52
13,1,4,107,01:04.1,40.56
16,50,28,242,50:28.2,42.59
9,43,41,626,43:41.6,44.1
13,8,35,313,08:35.3,40.14
11,23,15,704,23:15.7,44.68
11,7,48,726,07:48.7,46.16
16,27,40,680,27:40.7,41.83
10,13,28,62,13:28.1,46.93
14,53,41,841,53:41.8,44.1
16,12,7,701,12:07.7,44.22
10,18,53,895,18:53.9,47.7
16,23,7,495,23:07.5,42.68
15,10,13,578,10:13.6,42.18
16,27,4,78,27:04.1,42.19
9,20,10,38,20:10.0,45.63
11,29,4,956,29:05.0,43.45
12,21,18,813,21:18.8,38.87
11,17,15,165,17:15.2,45.14
16,17,15,582,17:15.6,43.18
16,21,11,333,21:11.3,42.6
13,58,43,274,58:43.3,38.96
9,46,55,229,46:55.2,45.57
9,27,29,428,27:29.4,45.17
9,36,36,585,36:36.6,44.32
15,57,30,518,57:30.5,42.44
11,11,8,641,11:08.6,45.13
11,17,42,686,17:42.7,45.48
12,59,19,407,59:19.4,40.48
14,40,17,983,40:18.0,43.55
